Admin2,Admin1,Start_Date,End_Date,Date_Passed,Flooded_Area_SqKM,Flood_Area_Difference,Population_Exposed,Population_Exposed_Difference
Taungoo,Bago (East),2024-07-05,2024-08-23,49.0,118.73,32.46,22324,6240
Taungoo,Bago (East),2024-07-05,2024-08-27,53.0,139.66,20.93,26266,3942
Taungoo,Bago (East),2024-07-05,2024-08-30,56.0,142.38,2.72,26887,621
Taungoo,Bago (East),2024-07-05,2024-09-04,61.0,202.63,60.25,37168,10281
Taungoo,Bago (East),2024-07-05,2024-09-08,65.0,205.95,3.32,37674,506
Taungoo,Bago (East),2024-07-05,2024-09-11,68.0,207.79,1.84,37975,301
Taungoo,Bago (East),2024-07-05,2024-09-16,73.0,367.66,159.87,60008,22033
Taungoo,Bago (East),2024-07-05,2024-09-20,77.0,373.54,5.88,61112,1104
Taungoo,Bago (East),2024-07-05,2024-09-28,85.0,378.7,5.16,61993,881
Taungoo,Bago (East),2024-07-05,2024-10-22,109.0,378.8,0.1,62008,15
Taungoo,Bago (East),2024-07-05,2024-10-26,113.0,378.9,0.1,62035,27
Taungoo,Bago (East),2024-07-05,2024-10-29,116.0,378.99,0.09,62052,17
Taungoo,Bago (East),2024-07-06,2024-07-06,0.0,4.05,0.0,553,0
Taungoo,Bago (East),2024-07-06,2024-07-18,12.0,5.68,1.63,835,282
Taungoo,Bago (East),2024-07-06,2024-07-30,24.0,37.81,32.13,5996,5161
Taungoo,Bago (East),2024-07-06,2024-08-11,36.0,75.24,37.43,13949,7953
Taungoo,Bago (East),2024-07-06,2024-08-15,40.0,86.27,11.03,16084,2135
Taungoo,Bago (East),2024-07-06,2024-08-23,48.0,118.73,32.46,22324,6240
Taungoo,Bago (East),2024-07-06,2024-08-27,52.0,139.66,20.93,26266,3942
Taungoo,Bago (East),2024-07-06,2024-08-30,55.0,142.38,2.72,26887,621
Taungoo,Bago (East),2024-07-06,2024-09-04,60.0,202.63,60.25,37168,10281
Taungoo,Bago (East),2024-07-06,2024-09-08,64.0,205.95,3.32,37674,506
Taungoo,Bago (East),2024-07-06,2024-09-11,67.0,207.79,1.84,37975,301
Taungoo,Bago (East),2024-07-06,2024-09-16,72.0,367.66,159.87,60008,22033
Taungoo,Bago (East),2024-07-06,2024-09-20,76.0,373.54,5.88,61112,1104
Taungoo,Bago (East),2024-07-06,2024-09-28,84.0,378.7,5.16,61993,881
Taungoo,Bago (East),2024-07-06,2024-10-22,108.0,378.8,0.1,62008,15
Taungoo,Bago (East),2024-07-06,2024-10-26,112.0,378.9,0.1,62035,27
Taungoo,Bago (East),2024-07-06,2024-10-29,115.0,378.99,0.09,62052,17
Taungoo,Bago (East),2024-07-08,2024-07-18,10.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-08,2024-07-30,22.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-08,2024-08-11,34.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-08,2024-08-15,38.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-08,2024-08-23,46.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-08,2024-08-27,50.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-08,2024-08-30,53.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-08,2024-09-04,58.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-08,2024-09-08,62.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-08,2024-09-11,65.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-08,2024-09-16,70.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-08,2024-09-20,74.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-08,2024-09-28,82.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-08,2024-10-22,106.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-08,2024-10-26,110.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-08,2024-10-29,113.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-11,2024-07-18,7.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-11,2024-07-30,19.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-11,2024-08-11,31.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-11,2024-08-15,35.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-11,2024-08-23,43.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-11,2024-08-27,47.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-11,2024-08-30,50.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-11,2024-09-04,55.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-11,2024-09-08,59.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-11,2024-09-11,62.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-11,2024-09-16,67.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-11,2024-09-20,71.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-11,2024-09-28,79.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-11,2024-10-22,103.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-11,2024-10-26,107.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-11,2024-10-29,110.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-12,2024-07-18,6.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-12,2024-07-30,18.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-12,2024-08-11,30.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-12,2024-08-15,34.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-12,2024-08-23,42.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-12,2024-08-27,46.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-12,2024-08-30,49.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-12,2024-09-04,54.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-12,2024-09-08,58.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-12,2024-09-11,61.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-12,2024-09-16,66.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-12,2024-09-20,70.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-12,2024-09-28,78.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-12,2024-10-22,102.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-12,2024-10-26,106.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-12,2024-10-29,109.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-13,2024-07-18,5.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-13,2024-07-30,17.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-13,2024-08-11,29.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-13,2024-08-15,33.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-13,2024-08-23,41.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-13,2024-08-27,45.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-13,2024-08-30,48.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-13,2024-09-04,53.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-13,2024-09-08,57.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-13,2024-09-11,60.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-13,2024-09-16,65.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-13,2024-09-20,69.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-13,2024-09-28,77.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-13,2024-10-22,101.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-13,2024-10-26,105.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-13,2024-10-29,108.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-17,2024-07-18,1.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-17,2024-07-30,13.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-17,2024-08-11,25.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-17,2024-08-15,29.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-17,2024-08-23,37.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-17,2024-08-27,41.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-17,2024-08-30,44.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-17,2024-09-04,49.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-17,2024-09-08,53.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-17,2024-09-11,56.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-17,2024-09-16,61.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-17,2024-09-20,65.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-17,2024-09-28,73.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-17,2024-10-22,97.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-17,2024-10-26,101.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-17,2024-10-29,104.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-18,2024-07-18,0.0,3.15,0.0,481,0
Taungoo,Bago (East),2024-07-18,2024-07-30,12.0,36.81,33.66,5874,5393
Taungoo,Bago (East),2024-07-18,2024-08-11,24.0,74.31,37.5,13837,7963
Taungoo,Bago (East),2024-07-18,2024-08-15,28.0,85.35,11.04,15974,2137
Taungoo,Bago (East),2024-07-18,2024-08-23,36.0,117.85,32.5,22222,6248
Taungoo,Bago (East),2024-07-18,2024-08-27,40.0,138.79,20.94,26164,3942
Taungoo,Bago (East),2024-07-18,2024-08-30,43.0,141.53,2.74,26788,624
Taungoo,Bago (East),2024-07-18,2024-09-04,48.0,201.78,60.25,37069,10281
Taungoo,Bago (East),2024-07-18,2024-09-08,52.0,205.12,3.34,37578,509
Taungoo,Bago (East),2024-07-18,2024-09-11,55.0,206.99,1.87,37881,303
Taungoo,Bago (East),2024-07-18,2024-09-16,60.0,367.54,160.55,59987,22106
Taungoo,Bago (East),2024-07-18,2024-09-20,64.0,373.43,5.89,61092,1105
Taungoo,Bago (East),2024-07-18,2024-09-28,72.0,378.6,5.17,61974,882
Taungoo,Bago (East),2024-07-18,2024-10-22,96.0,378.7,0.1,61990,16
Taungoo,Bago (East),2024-07-18,2024-10-26,100.0,378.8,0.1,62016,26
Taungoo,Bago (East),2024-07-18,2024-10-29,103.0,378.89,0.09,62033,17
Taungoo,Bago (East),2024-07-25,2024-07-30,5.0,35.82,0.0,5694,0
Taungoo,Bago (East),2024-07-25,2024-08-11,17.0,73.67,37.85,13727,8033
Taungoo,Bago (East),2024-07-25,2024-08-15,21.0,84.91,11.24,15896,2169
Taungoo,Bago (East),2024-07-25,2024-08-23,29.0,117.47,32.56,22155,6259
Taungoo,Bago (East),2024-07-25,2024-08-27,33.0,138.45,20.98,26103,3948
Taungoo,Bago (East),2024-07-25,2024-08-30,36.0,141.23,2.78,26735,632
Taungoo,Bago (East),2024-07-25,2024-09-04,41.0,201.51,60.28,37026,10291
Taungoo,Bago (East),2024-07-25,2024-09-08,45.0,204.85,3.34,37535,509
Taungoo,Bago (East),2024-07-25,2024-09-11,48.0,206.72,1.87,37838,303
Taungoo,Bago (East),2024-07-25,2024-09-16,53.0,367.41,160.69,59963,22125
Taungoo,Bago (East),2024-07-25,2024-09-20,57.0,373.3,5.89,61068,1105
Taungoo,Bago (East),2024-07-25,2024-09-28,65.0,378.5,5.2,61955,887
Taungoo,Bago (East),2024-07-25,2024-10-22,89.0,378.6,0.1,61970,15
Taungoo,Bago (East),2024-07-25,2024-10-26,93.0,378.74,0.14,62008,38
Taungoo,Bago (East),2024-07-25,2024-10-29,96.0,378.83,0.09,62025,17
Taungoo,Bago (East),2024-07-25,2024-07-27,2.0,3.07,-375.76,279,-61746
Taungoo,Bago (East),2024-07-27,2024-07-30,3.0,35.82,0.0,5694,0
Taungoo,Bago (East),2024-07-27,2024-08-11,15.0,73.67,37.85,13727,8033
Taungoo,Bago (East),2024-07-27,2024-08-15,19.0,84.91,11.24,15896,2169
Taungoo,Bago (East),2024-07-27,2024-08-23,27.0,117.47,32.56,22155,6259
Taungoo,Bago (East),2024-07-27,2024-08-27,31.0,138.45,20.98,26103,3948
Taungoo,Bago (East),2024-07-27,2024-08-30,34.0,141.23,2.78,26735,632
Taungoo,Bago (East),2024-07-27,2024-09-04,39.0,201.51,60.28,37026,10291
Taungoo,Bago (East),2024-07-27,2024-09-08,43.0,204.85,3.34,37535,509
Taungoo,Bago (East),2024-07-27,2024-09-11,46.0,206.72,1.87,37838,303
Taungoo,Bago (East),2024-07-27,2024-09-16,51.0,367.41,160.69,59963,22125
Taungoo,Bago (East),2024-07-27,2024-09-20,55.0,373.3,5.89,61068,1105
Taungoo,Bago (East),2024-07-27,2024-09-28,63.0,378.5,5.2,61955,887
Taungoo,Bago (East),2024-07-27,2024-10-22,87.0,378.6,0.1,61970,15
Taungoo,Bago (East),2024-07-27,2024-10-26,91.0,378.74,0.14,62008,38
Taungoo,Bago (East),2024-07-27,2024-10-29,94.0,378.83,0.09,62025,17
Taungoo,Bago (East),2024-07-27,2024-07-27,0.0,3.07,-375.76,279,-61746
Taungoo,Bago (East),2024-07-29,2024-07-30,1.0,35.82,0.0,5694,0
Taungoo,Bago (East),2024-07-29,2024-08-11,13.0,73.67,37.85,13727,8033
Taungoo,Bago (East),2024-07-29,2024-08-15,17.0,84.91,11.24,15896,2169
Taungoo,Bago (East),2024-07-29,2024-08-23,25.0,117.47,32.56,22155,6259
Taungoo,Bago (East),2024-07-29,2024-08-27,29.0,138.45,20.98,26103,3948
Taungoo,Bago (East),2024-07-29,2024-08-30,32.0,141.23,2.78,26735,632
Taungoo,Bago (East),2024-07-29,2024-09-04,37.0,201.51,60.28,37026,10291
Taungoo,Bago (East),2024-07-29,2024-09-08,41.0,204.85,3.34,37535,509
Taungoo,Bago (East),2024-07-29,2024-09-11,44.0,206.72,1.87,37838,303
Taungoo,Bago (East),2024-07-29,2024-09-16,49.0,367.41,160.69,59963,22125
Taungoo,Bago (East),2024-07-29,2024-09-20,53.0,373.3,5.89,61068,1105
Taungoo,Bago (East),2024-07-29,2024-09-28,61.0,378.5,5.2,61955,887
Taungoo,Bago (East),2024-07-29,2024-10-22,85.0,378.6,0.1,61970,15
Taungoo,Bago (East),2024-07-29,2024-10-26,89.0,378.74,0.14,62008,38
Taungoo,Bago (East),2024-07-29,2024-10-29,92.0,378.83,0.09,62025,17
Taungoo,Bago (East),2024-07-30,2024-07-30,0.0,35.82,0.0,5694,0
Taungoo,Bago (East),2024-07-30,2024-08-11,12.0,73.67,37.85,13727,8033
Taungoo,Bago (East),2024-07-30,2024-08-15,16.0,84.91,11.24,15896,2169
Taungoo,Bago (East),2024-07-30,2024-08-23,24.0,117.47,32.56,22155,6259
Taungoo,Bago (East),2024-07-30,2024-08-27,28.0,138.45,20.98,26103,3948
Taungoo,Bago (East),2024-07-30,2024-08-30,31.0,141.23,2.78,26735,632
Taungoo,Bago (East),2024-07-30,2024-09-04,36.0,201.51,60.28,37026,10291
Taungoo,Bago (East),2024-07-30,2024-09-08,40.0,204.85,3.34,37535,509
Taungoo,Bago (East),2024-07-30,2024-09-11,43.0,206.72,1.87,37838,303
Taungoo,Bago (East),2024-07-30,2024-09-16,48.0,367.41,160.69,59963,22125
Taungoo,Bago (East),2024-07-30,2024-09-20,52.0,373.3,5.89,61068,1105
Taungoo,Bago (East),2024-07-30,2024-09-28,60.0,378.5,5.2,61955,887
Taungoo,Bago (East),2024-07-30,2024-10-22,84.0,378.6,0.1,61970,15
Taungoo,Bago (East),2024-07-30,2024-10-26,88.0,378.74,0.14,62008,38
Taungoo,Bago (East),2024-07-30,2024-10-29,91.0,378.83,0.09,62025,17
Taungoo,Bago (East),2024-08-01,2024-08-11,10.0,59.67,0.0,11601,0
Taungoo,Bago (East),2024-08-01,2024-08-15,14.0,73.21,13.54,14118,2517
Taungoo,Bago (East),2024-08-01,2024-08-23,22.0,107.65,34.44,20667,6549
Taungoo,Bago (East),2024-08-01,2024-08-27,26.0,128.97,21.32,24680,4013
Taungoo,Bago (East),2024-08-01,2024-08-30,29.0,132.4,3.43,25405,725
Taungoo,Bago (East),2024-08-01,2024-09-04,34.0,192.94,60.54,35733,10328
Taungoo,Bago (East),2024-08-01,2024-09-08,38.0,196.37,3.43,36251,518
Taungoo,Bago (East),2024-08-01,2024-09-11,41.0,198.34,1.97,36583,332
Taungoo,Bago (East),2024-08-01,2024-09-16,46.0,367.07,168.73,59898,23315
Taungoo,Bago (East),2024-08-01,2024-09-20,50.0,373.11,6.04,61023,1125
Taungoo,Bago (East),2024-08-01,2024-09-28,58.0,378.34,5.23,61918,895
Taungoo,Bago (East),2024-08-01,2024-10-22,82.0,378.44,0.1,61933,15
Taungoo,Bago (East),2024-08-01,2024-10-26,86.0,378.58,0.14,61971,38
Taungoo,Bago (East),2024-08-01,2024-10-29,89.0,378.67,0.09,61988,17
Taungoo,Bago (East),2024-08-04,2024-08-11,7.0,59.67,0.0,11601,0
Taungoo,Bago (East),2024-08-04,2024-08-15,11.0,73.21,13.54,14118,2517
Taungoo,Bago (East),2024-08-04,2024-08-23,19.0,107.65,34.44,20667,6549
Taungoo,Bago (East),2024-08-04,2024-08-27,23.0,128.97,21.32,24680,4013
Taungoo,Bago (East),2024-08-04,2024-08-30,26.0,132.4,3.43,25405,725
Taungoo,Bago (East),2024-08-04,2024-09-04,31.0,192.94,60.54,35733,10328
Taungoo,Bago (East),2024-08-04,2024-09-08,35.0,196.37,3.43,36251,518
Taungoo,Bago (East),2024-08-04,2024-09-11,38.0,198.34,1.97,36583,332
Taungoo,Bago (East),2024-08-04,2024-09-16,43.0,367.07,168.73,59898,23315
Taungoo,Bago (East),2024-08-04,2024-09-20,47.0,373.11,6.04,61023,1125
Taungoo,Bago (East),2024-08-04,2024-09-28,55.0,378.34,5.23,61918,895
Taungoo,Bago (East),2024-08-04,2024-10-22,79.0,378.44,0.1,61933,15
Taungoo,Bago (East),2024-08-04,2024-10-26,83.0,378.58,0.14,61971,38
Taungoo,Bago (East),2024-08-04,2024-10-29,86.0,378.67,0.09,61988,17
Taungoo,Bago (East),2024-08-10,2024-08-11,1.0,59.67,0.0,11601,0
Taungoo,Bago (East),2024-08-10,2024-08-15,5.0,73.21,13.54,14118,2517
Taungoo,Bago (East),2024-08-10,2024-08-23,13.0,107.65,34.44,20667,6549
Taungoo,Bago (East),2024-08-10,2024-08-27,17.0,128.97,21.32,24680,4013
Taungoo,Bago (East),2024-08-10,2024-08-30,20.0,132.4,3.43,25405,725
Taungoo,Bago (East),2024-08-10,2024-09-04,25.0,192.94,60.54,35733,10328
Taungoo,Bago (East),2024-08-10,2024-09-08,29.0,196.37,3.43,36251,518
Taungoo,Bago (East),2024-08-10,2024-09-11,32.0,198.34,1.97,36583,332
Taungoo,Bago (East),2024-08-10,2024-09-16,37.0,367.07,168.73,59898,23315
Taungoo,Bago (East),2024-08-10,2024-09-20,41.0,373.11,6.04,61023,1125
Taungoo,Bago (East),2024-08-10,2024-09-28,49.0,378.34,5.23,61918,895
Taungoo,Bago (East),2024-08-10,2024-10-22,73.0,378.44,0.1,61933,15
Taungoo,Bago (East),2024-08-10,2024-10-26,77.0,378.58,0.14,61971,38
Taungoo,Bago (East),2024-08-10,2024-10-29,80.0,378.67,0.09,61988,17
Taungoo,Bago (East),2024-08-11,2024-08-11,0.0,59.67,0.0,11601,0
Taungoo,Bago (East),2024-08-11,2024-08-15,4.0,73.21,13.54,14118,2517
Taungoo,Bago (East),2024-08-11,2024-08-23,12.0,107.65,34.44,20667,6549
Taungoo,Bago (East),2024-08-11,2024-08-27,16.0,128.97,21.32,24680,4013
Taungoo,Bago (East),2024-08-11,2024-08-30,19.0,132.4,3.43,25405,725
Taungoo,Bago (East),2024-08-11,2024-09-04,24.0,192.94,60.54,35733,10328
Taungoo,Bago (East),2024-08-11,2024-09-08,28.0,196.37,3.43,36251,518
Taungoo,Bago (East),2024-08-11,2024-09-11,31.0,198.34,1.97,36583,332
Taungoo,Bago (East),2024-08-11,2024-09-16,36.0,367.07,168.73,59898,23315
Taungoo,Bago (East),2024-08-11,2024-09-20,40.0,373.11,6.04,61023,1125
Taungoo,Bago (East),2024-08-11,2024-09-28,48.0,378.34,5.23,61918,895
Taungoo,Bago (East),2024-08-11,2024-10-22,72.0,378.44,0.1,61933,15
Taungoo,Bago (East),2024-08-11,2024-10-26,76.0,378.58,0.14,61971,38
Taungoo,Bago (East),2024-08-11,2024-10-29,79.0,378.67,0.09,61988,17
Taungoo,Bago (East),2024-08-13,2024-08-15,2.0,36.43,0.0,6525,0
Taungoo,Bago (East),2024-08-13,2024-08-23,10.0,87.05,50.62,16369,9844
Taungoo,Bago (East),2024-08-13,2024-08-27,14.0,111.29,24.24,21012,4643
Taungoo,Bago (East),2024-08-13,2024-08-30,17.0,115.79,4.5,21934,922
Taungoo,Bago (East),2024-08-13,2024-09-04,22.0,184.54,68.75,34044,12110
Taungoo,Bago (East),2024-08-13,2024-09-08,26.0,188.02,3.48,34572,528
Taungoo,Bago (East),2024-08-13,2024-09-11,29.0,190.03,2.01,34917,345
Taungoo,Bago (East),2024-08-13,2024-09-16,34.0,364.21,174.18,59071,24154
Taungoo,Bago (East),2024-08-13,2024-09-20,38.0,370.36,6.15,60236,1165
Taungoo,Bago (East),2024-08-13,2024-09-28,46.0,375.65,5.29,61141,905
Taungoo,Bago (East),2024-08-13,2024-10-22,70.0,375.77,0.12,61159,18
Taungoo,Bago (East),2024-08-13,2024-10-26,74.0,375.91,0.14,61197,38
Taungoo,Bago (East),2024-08-13,2024-10-29,77.0,376.0,0.09,61214,17
Taungoo,Bago (East),2024-08-15,2024-08-15,0.0,36.43,0.0,6525,0
Taungoo,Bago (East),2024-08-15,2024-08-23,8.0,87.05,50.62,16369,9844
Taungoo,Bago (East),2024-08-15,2024-08-27,12.0,111.29,24.24,21012,4643
Taungoo,Bago (East),2024-08-15,2024-08-30,15.0,115.79,4.5,21934,922
Taungoo,Bago (East),2024-08-15,2024-09-04,20.0,184.54,68.75,34044,12110
Taungoo,Bago (East),2024-08-15,2024-09-08,24.0,188.02,3.48,34572,528
Taungoo,Bago (East),2024-08-15,2024-09-11,27.0,190.03,2.01,34917,345
Taungoo,Bago (East),2024-08-15,2024-09-16,32.0,364.21,174.18,59071,24154
Taungoo,Bago (East),2024-08-15,2024-09-20,36.0,370.36,6.15,60236,1165
Taungoo,Bago (East),2024-08-15,2024-09-28,44.0,375.65,5.29,61141,905
Taungoo,Bago (East),2024-08-15,2024-10-22,68.0,375.77,0.12,61159,18
Taungoo,Bago (East),2024-08-15,2024-10-26,72.0,375.91,0.14,61197,38
Taungoo,Bago (East),2024-08-15,2024-10-29,75.0,376.0,0.09,61214,17
Taungoo,Bago (East),2024-08-16,2024-08-23,7.0,79.14,0.0,14805,0
Taungoo,Bago (East),2024-08-16,2024-08-27,11.0,106.93,27.79,20131,5326
Taungoo,Bago (East),2024-08-16,2024-08-30,14.0,111.86,4.93,21193,1062
Taungoo,Bago (East),2024-08-16,2024-09-04,19.0,181.67,69.81,33547,12354
Taungoo,Bago (East),2024-08-16,2024-09-08,23.0,185.33,3.66,34113,566
Taungoo,Bago (East),2024-08-16,2024-09-11,26.0,187.52,2.19,34481,368
Taungoo,Bago (East),2024-08-16,2024-09-16,31.0,363.49,175.97,58882,24401
Taungoo,Bago (East),2024-08-16,2024-09-20,35.0,369.72,6.23,60060,1178
Taungoo,Bago (East),2024-08-16,2024-09-28,43.0,375.06,5.34,60980,920
Taungoo,Bago (East),2024-08-16,2024-10-22,67.0,375.18,0.12,60999,19
Taungoo,Bago (East),2024-08-16,2024-10-26,71.0,375.33,0.15,61037,38
Taungoo,Bago (East),2024-08-16,2024-10-29,74.0,375.42,0.09,61054,17
Taungoo,Bago (East),2024-08-17,2024-08-23,6.0,79.14,0.0,14805,0
Taungoo,Bago (East),2024-08-17,2024-08-27,10.0,106.93,27.79,20131,5326
Taungoo,Bago (East),2024-08-17,2024-08-30,13.0,111.86,4.93,21193,1062
Taungoo,Bago (East),2024-08-17,2024-09-04,18.0,181.67,69.81,33547,12354
Taungoo,Bago (East),2024-08-17,2024-09-08,22.0,185.33,3.66,34113,566
Taungoo,Bago (East),2024-08-17,2024-09-11,25.0,187.52,2.19,34481,368
Taungoo,Bago (East),2024-08-17,2024-09-16,30.0,363.49,175.97,58882,24401
Taungoo,Bago (East),2024-08-17,2024-09-20,34.0,369.72,6.23,60060,1178
Taungoo,Bago (East),2024-08-17,2024-09-28,42.0,375.06,5.34,60980,920
Taungoo,Bago (East),2024-08-17,2024-10-22,66.0,375.18,0.12,60999,19
Taungoo,Bago (East),2024-08-17,2024-10-26,70.0,375.33,0.15,61037,38
Taungoo,Bago (East),2024-08-17,2024-10-29,73.0,375.42,0.09,61054,17
Taungoo,Bago (East),2024-08-18,2024-08-23,5.0,79.14,0.0,14805,0
Taungoo,Bago (East),2024-08-18,2024-08-27,9.0,106.93,27.79,20131,5326
Taungoo,Bago (East),2024-08-18,2024-08-30,12.0,111.86,4.93,21193,1062
Taungoo,Bago (East),2024-08-18,2024-09-04,17.0,181.67,69.81,33547,12354
Taungoo,Bago (East),2024-08-18,2024-09-08,21.0,185.33,3.66,34113,566
Taungoo,Bago (East),2024-08-18,2024-09-11,24.0,187.52,2.19,34481,368
Taungoo,Bago (East),2024-08-18,2024-09-16,29.0,363.49,175.97,58882,24401
Taungoo,Bago (East),2024-08-18,2024-09-20,33.0,369.72,6.23,60060,1178
Taungoo,Bago (East),2024-08-18,2024-09-28,41.0,375.06,5.34,60980,920
Taungoo,Bago (East),2024-08-18,2024-10-22,65.0,375.18,0.12,60999,19
Taungoo,Bago (East),2024-08-18,2024-10-26,69.0,375.33,0.15,61037,38
Taungoo,Bago (East),2024-08-18,2024-10-29,72.0,375.42,0.09,61054,17
Taungoo,Bago (East),2024-08-22,2024-08-23,1.0,79.14,0.0,14805,0
Taungoo,Bago (East),2024-08-22,2024-08-27,5.0,106.93,27.79,20131,5326
Taungoo,Bago (East),2024-08-22,2024-08-30,8.0,111.86,4.93,21193,1062
Taungoo,Bago (East),2024-08-22,2024-09-04,13.0,181.67,69.81,33547,12354
Taungoo,Bago (East),2024-08-22,2024-09-08,17.0,185.33,3.66,34113,566
Taungoo,Bago (East),2024-08-22,2024-09-11,20.0,187.52,2.19,34481,368
Taungoo,Bago (East),2024-08-22,2024-09-16,25.0,363.49,175.97,58882,24401
Taungoo,Bago (East),2024-08-22,2024-09-20,29.0,369.72,6.23,60060,1178
Taungoo,Bago (East),2024-08-22,2024-09-28,37.0,375.06,5.34,60980,920
Taungoo,Bago (East),2024-08-22,2024-10-22,61.0,375.18,0.12,60999,19
Taungoo,Bago (East),2024-08-22,2024-10-26,65.0,375.33,0.15,61037,38
Taungoo,Bago (East),2024-08-22,2024-10-29,68.0,375.42,0.09,61054,17
Taungoo,Bago (East),2024-08-23,2024-08-23,0.0,79.14,0.0,14805,0
Taungoo,Bago (East),2024-08-23,2024-08-27,4.0,106.93,27.79,20131,5326
Taungoo,Bago (East),2024-08-23,2024-08-30,7.0,111.86,4.93,21193,1062
