Admin2,Admin1,Start_Date,End_Date,Date_Passed,Flooded_Area_SqKM,Flood_Area_Difference,Population_Exposed,Population_Exposed_Difference
Yangon (West),Yangon,2024-07-01,2024-07-30,29.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-01,2024-08-15,45.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-01,2024-09-28,89.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-05,2024-07-30,25.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-05,2024-08-15,41.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-05,2024-09-28,85.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-06,2024-07-30,24.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-06,2024-08-15,40.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-06,2024-09-28,84.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-08,2024-07-30,22.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-08,2024-08-15,38.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-08,2024-09-28,82.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-11,2024-07-30,19.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-11,2024-08-15,35.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-11,2024-09-28,79.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-12,2024-07-30,18.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-12,2024-08-15,34.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-12,2024-09-28,78.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-13,2024-07-30,17.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-13,2024-08-15,33.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-13,2024-09-28,77.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-17,2024-07-30,13.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-17,2024-08-15,29.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-17,2024-09-28,73.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-18,2024-07-30,12.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-18,2024-08-15,28.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-18,2024-09-28,72.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-25,2024-07-30,5.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-25,2024-08-15,21.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-25,2024-09-28,65.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-27,2024-07-30,3.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-27,2024-08-15,19.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-27,2024-09-28,63.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-29,2024-07-30,1.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-29,2024-08-15,17.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-29,2024-09-28,61.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-07-30,2024-07-30,0.0,0.01,0.0,137,0
Yangon (West),Yangon,2024-07-30,2024-08-15,16.0,0.02,0.01,225,88
Yangon (West),Yangon,2024-07-30,2024-09-28,60.0,0.03,0.01,330,105
Yangon (West),Yangon,2024-08-01,2024-08-15,14.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-01,2024-09-28,58.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-04,2024-08-15,11.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-04,2024-09-28,55.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-10,2024-08-15,5.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-10,2024-09-28,49.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-11,2024-08-15,4.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-11,2024-09-28,48.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-13,2024-08-15,2.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-13,2024-09-28,46.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-15,2024-08-15,0.0,0.01,0.0,88,0
Yangon (West),Yangon,2024-08-15,2024-09-28,44.0,0.02,0.01,193,105
Yangon (West),Yangon,2024-08-16,2024-09-28,43.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-17,2024-09-28,42.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-18,2024-09-28,41.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-22,2024-09-28,37.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-23,2024-09-28,36.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-25,2024-09-28,34.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-27,2024-09-28,32.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-28,2024-09-28,31.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-29,2024-09-28,30.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-08-30,2024-09-28,29.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-04,2024-09-28,24.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-06,2024-09-28,22.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-08,2024-09-28,20.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-09,2024-09-28,19.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-11,2024-09-28,17.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-15,2024-09-28,13.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-16,2024-09-28,12.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-18,2024-09-28,10.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-20,2024-09-28,8.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-21,2024-09-28,7.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-22,2024-09-28,6.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-23,2024-09-28,5.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-27,2024-09-28,1.0,0.01,0.0,105,0
Yangon (West),Yangon,2024-09-28,2024-09-28,0.0,0.01,0.0,105,0
Mandalay,Mandalay,2024-07-01,2024-07-01,0.0,0.3,0.0,147,0
Mandalay,Mandalay,2024-07-01,2024-07-06,5.0,1.45,1.15,1193,1046
Mandalay,Mandalay,2024-07-01,2024-07-18,17.0,5.41,3.96,5277,4084
Mandalay,Mandalay,2024-07-01,2024-07-27,26.0,6.36,0.95,6173,896
Mandalay,Mandalay,2024-07-01,2024-07-30,29.0,7.24,0.88,7164,991
Mandalay,Mandalay,2024-07-01,2024-08-11,41.0,7.5,0.26,7465,301
Mandalay,Mandalay,2024-07-01,2024-08-23,53.0,7.88,0.38,7847,382
Mandalay,Mandalay,2024-07-01,2024-08-30,60.0,18.1,10.22,11159,3312
Mandalay,Mandalay,2024-07-01,2024-09-04,65.0,18.34,0.24,11421,262
Mandalay,Mandalay,2024-07-01,2024-09-11,72.0,22.28,3.94,12823,1402
Mandalay,Mandalay,2024-07-01,2024-09-16,77.0,23.07,0.79,13413,590
Mandalay,Mandalay,2024-07-01,2024-09-28,89.0,23.3,0.23,13691,278
Mandalay,Mandalay,2024-07-01,2024-10-22,113.0,23.52,0.22,13901,210
Mandalay,Mandalay,2024-07-01,2024-10-29,120.0,23.63,0.11,13972,71
Mandalay,Mandalay,2024-07-05,2024-07-06,1.0,1.33,0.0,1099,0
Mandalay,Mandalay,2024-07-05,2024-07-18,13.0,5.31,3.98,5195,4096
Mandalay,Mandalay,2024-07-05,2024-07-27,22.0,6.26,0.95,6091,896
Mandalay,Mandalay,2024-07-05,2024-07-30,25.0,7.17,0.91,7107,1016
Mandalay,Mandalay,2024-07-05,2024-08-11,37.0,7.44,0.27,7408,301
Mandalay,Mandalay,2024-07-05,2024-08-23,49.0,7.82,0.38,7790,382
Mandalay,Mandalay,2024-07-05,2024-08-30,56.0,18.05,10.23,11106,3316
Mandalay,Mandalay,2024-07-05,2024-09-04,61.0,18.29,0.24,11368,262
Mandalay,Mandalay,2024-07-05,2024-09-11,68.0,22.24,3.95,12770,1402
Mandalay,Mandalay,2024-07-05,2024-09-16,73.0,23.03,0.79,13360,590
Mandalay,Mandalay,2024-07-05,2024-09-28,85.0,23.26,0.23,13639,279
Mandalay,Mandalay,2024-07-05,2024-10-22,109.0,23.48,0.22,13848,209
Mandalay,Mandalay,2024-07-05,2024-10-29,116.0,23.59,0.11,13919,71
Mandalay,Mandalay,2024-07-06,2024-07-06,0.0,1.33,0.0,1099,0
Mandalay,Mandalay,2024-07-06,2024-07-18,12.0,5.31,3.98,5195,4096
Mandalay,Mandalay,2024-07-06,2024-07-27,21.0,6.26,0.95,6091,896
Mandalay,Mandalay,2024-07-06,2024-07-30,24.0,7.17,0.91,7107,1016
Mandalay,Mandalay,2024-07-06,2024-08-11,36.0,7.44,0.27,7408,301
Mandalay,Mandalay,2024-07-06,2024-08-23,48.0,7.82,0.38,7790,382
Mandalay,Mandalay,2024-07-06,2024-08-30,55.0,18.05,10.23,11106,3316
Mandalay,Mandalay,2024-07-06,2024-09-04,60.0,18.29,0.24,11368,262
Mandalay,Mandalay,2024-07-06,2024-09-11,67.0,22.24,3.95,12770,1402
Mandalay,Mandalay,2024-07-06,2024-09-16,72.0,23.03,0.79,13360,590
Mandalay,Mandalay,2024-07-06,2024-09-28,84.0,23.26,0.23,13639,279
Mandalay,Mandalay,2024-07-06,2024-10-22,108.0,23.48,0.22,13848,209
Mandalay,Mandalay,2024-07-06,2024-10-29,115.0,23.59,0.11,13919,71
Mandalay,Mandalay,2024-07-08,2024-07-18,10.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-08,2024-07-27,19.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-08,2024-07-30,22.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-08,2024-08-11,34.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-08,2024-08-23,46.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-08,2024-08-30,53.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-08,2024-09-04,58.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-08,2024-09-11,65.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-08,2024-09-16,70.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-08,2024-09-28,82.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-08,2024-10-22,106.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-08,2024-10-29,113.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-11,2024-07-18,7.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-11,2024-07-27,16.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-11,2024-07-30,19.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-11,2024-08-11,31.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-11,2024-08-23,43.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-11,2024-08-30,50.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-11,2024-09-04,55.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-11,2024-09-11,62.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-11,2024-09-16,67.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-11,2024-09-28,79.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-11,2024-10-22,103.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-11,2024-10-29,110.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-12,2024-07-18,6.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-12,2024-07-27,15.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-12,2024-07-30,18.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-12,2024-08-11,30.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-12,2024-08-23,42.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-12,2024-08-30,49.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-12,2024-09-04,54.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-12,2024-09-11,61.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-12,2024-09-16,66.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-12,2024-09-28,78.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-12,2024-10-22,102.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-12,2024-10-29,109.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-13,2024-07-18,5.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-13,2024-07-27,14.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-13,2024-07-30,17.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-13,2024-08-11,29.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-13,2024-08-23,41.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-13,2024-08-30,48.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-13,2024-09-04,53.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-13,2024-09-11,60.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-13,2024-09-16,65.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-13,2024-09-28,77.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-13,2024-10-22,101.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-13,2024-10-29,108.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-17,2024-07-18,1.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-17,2024-07-27,10.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-17,2024-07-30,13.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-17,2024-08-11,25.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-17,2024-08-23,37.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-17,2024-08-30,44.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-17,2024-09-04,49.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-17,2024-09-11,56.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-17,2024-09-16,61.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-17,2024-09-28,73.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-17,2024-10-22,97.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-17,2024-10-29,104.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-18,2024-07-18,0.0,4.45,0.0,4403,0
Mandalay,Mandalay,2024-07-18,2024-07-27,9.0,5.52,1.07,5370,967
Mandalay,Mandalay,2024-07-18,2024-07-30,12.0,6.54,1.02,6471,1101
Mandalay,Mandalay,2024-07-18,2024-08-11,24.0,6.81,0.27,6772,301
Mandalay,Mandalay,2024-07-18,2024-08-23,36.0,7.32,0.51,7303,531
Mandalay,Mandalay,2024-07-18,2024-08-30,43.0,17.56,10.24,10637,3334
Mandalay,Mandalay,2024-07-18,2024-09-04,48.0,17.81,0.25,10916,279
Mandalay,Mandalay,2024-07-18,2024-09-11,55.0,21.76,3.95,12318,1402
Mandalay,Mandalay,2024-07-18,2024-09-16,60.0,22.57,0.81,12924,606
Mandalay,Mandalay,2024-07-18,2024-09-28,72.0,22.8,0.23,13202,278
Mandalay,Mandalay,2024-07-18,2024-10-22,96.0,23.05,0.25,13453,251
Mandalay,Mandalay,2024-07-18,2024-10-29,103.0,23.16,0.11,13524,71
Mandalay,Mandalay,2024-07-25,2024-07-27,2.0,1.5,0.0,1188,0
Mandalay,Mandalay,2024-07-25,2024-07-30,5.0,3.17,1.67,2842,1654
Mandalay,Mandalay,2024-07-25,2024-08-11,17.0,3.51,0.34,3203,361
Mandalay,Mandalay,2024-07-25,2024-08-23,29.0,4.06,0.55,3776,573
Mandalay,Mandalay,2024-07-25,2024-08-30,36.0,14.35,10.29,7139,3363
Mandalay,Mandalay,2024-07-25,2024-09-04,41.0,14.68,0.33,7493,354
Mandalay,Mandalay,2024-07-25,2024-09-11,48.0,18.65,3.97,8914,1421
Mandalay,Mandalay,2024-07-25,2024-09-16,53.0,19.69,1.04,9692,778
Mandalay,Mandalay,2024-07-25,2024-09-28,65.0,19.95,0.26,9996,304
Mandalay,Mandalay,2024-07-25,2024-10-22,89.0,20.21,0.26,10267,271
Mandalay,Mandalay,2024-07-25,2024-10-29,96.0,20.33,0.12,10344,77
Mandalay,Mandalay,2024-07-27,2024-07-27,0.0,1.5,0.0,1188,0
Mandalay,Mandalay,2024-07-27,2024-07-30,3.0,3.17,1.67,2842,1654
Mandalay,Mandalay,2024-07-27,2024-08-11,15.0,3.51,0.34,3203,361
Mandalay,Mandalay,2024-07-27,2024-08-23,27.0,4.06,0.55,3776,573
Mandalay,Mandalay,2024-07-27,2024-08-30,34.0,14.35,10.29,7139,3363
Mandalay,Mandalay,2024-07-27,2024-09-04,39.0,14.68,0.33,7493,354
Mandalay,Mandalay,2024-07-27,2024-09-11,46.0,18.65,3.97,8914,1421
Mandalay,Mandalay,2024-07-27,2024-09-16,51.0,19.69,1.04,9692,778
Mandalay,Mandalay,2024-07-27,2024-09-28,63.0,19.95,0.26,9996,304
Mandalay,Mandalay,2024-07-27,2024-10-22,87.0,20.21,0.26,10267,271
Mandalay,Mandalay,2024-07-27,2024-10-29,94.0,20.33,0.12,10344,77
Mandalay,Mandalay,2024-07-29,2024-07-30,1.0,2.16,0.0,1938,0
Mandalay,Mandalay,2024-07-29,2024-08-11,13.0,2.54,0.38,2319,381
Mandalay,Mandalay,2024-07-29,2024-08-23,25.0,3.19,0.65,2926,607
Mandalay,Mandalay,2024-07-29,2024-08-30,32.0,13.52,10.33,6302,3376
Mandalay,Mandalay,2024-07-29,2024-09-04,37.0,13.89,0.37,6683,381
Mandalay,Mandalay,2024-07-29,2024-09-11,44.0,17.87,3.98,8115,1432
Mandalay,Mandalay,2024-07-29,2024-09-16,49.0,18.97,1.1,8935,820
Mandalay,Mandalay,2024-07-29,2024-09-28,61.0,19.24,0.27,9243,308
Mandalay,Mandalay,2024-07-29,2024-10-22,85.0,19.53,0.29,9543,300
Mandalay,Mandalay,2024-07-29,2024-10-29,92.0,19.65,0.12,9620,77
Mandalay,Mandalay,2024-07-30,2024-07-30,0.0,2.16,0.0,1938,0
Mandalay,Mandalay,2024-07-30,2024-08-11,12.0,2.54,0.38,2319,381
Mandalay,Mandalay,2024-07-30,2024-08-23,24.0,3.19,0.65,2926,607
Mandalay,Mandalay,2024-07-30,2024-08-30,31.0,13.52,10.33,6302,3376
Mandalay,Mandalay,2024-07-30,2024-09-04,36.0,13.89,0.37,6683,381
Mandalay,Mandalay,2024-07-30,2024-09-11,43.0,17.87,3.98,8115,1432
Mandalay,Mandalay,2024-07-30,2024-09-16,48.0,18.97,1.1,8935,820
Mandalay,Mandalay,2024-07-30,2024-09-28,60.0,19.24,0.27,9243,308
Mandalay,Mandalay,2024-07-30,2024-10-22,84.0,19.53,0.29,9543,300
Mandalay,Mandalay,2024-07-30,2024-10-29,91.0,19.65,0.12,9620,77
Mandalay,Mandalay,2024-08-01,2024-08-11,10.0,1.12,0.0,873,0
Mandalay,Mandalay,2024-08-01,2024-08-23,22.0,1.91,0.79,1613,740
Mandalay,Mandalay,2024-08-01,2024-08-30,29.0,12.29,10.38,5019,3406
Mandalay,Mandalay,2024-08-01,2024-09-04,34.0,12.73,0.44,5508,489
Mandalay,Mandalay,2024-08-01,2024-09-11,41.0,16.74,4.01,6954,1446
Mandalay,Mandalay,2024-08-01,2024-09-16,46.0,17.93,1.19,7874,920
Mandalay,Mandalay,2024-08-01,2024-09-28,58.0,18.23,0.3,8221,347
Mandalay,Mandalay,2024-08-01,2024-10-22,82.0,18.55,0.32,8563,342
Mandalay,Mandalay,2024-08-01,2024-10-29,89.0,18.68,0.13,8653,90
Mandalay,Mandalay,2024-08-04,2024-08-11,7.0,1.12,0.0,873,0
Mandalay,Mandalay,2024-08-04,2024-08-23,19.0,1.91,0.79,1613,740
Mandalay,Mandalay,2024-08-04,2024-08-30,26.0,12.29,10.38,5019,3406
Mandalay,Mandalay,2024-08-04,2024-09-04,31.0,12.73,0.44,5508,489
Mandalay,Mandalay,2024-08-04,2024-09-11,38.0,16.74,4.01,6954,1446
Mandalay,Mandalay,2024-08-04,2024-09-16,43.0,17.93,1.19,7874,920
Mandalay,Mandalay,2024-08-04,2024-09-28,55.0,18.23,0.3,8221,347
Mandalay,Mandalay,2024-08-04,2024-10-22,79.0,18.55,0.32,8563,342
Mandalay,Mandalay,2024-08-04,2024-10-29,86.0,18.68,0.13,8653,90
Mandalay,Mandalay,2024-08-10,2024-08-11,1.0,1.12,0.0,873,0
Mandalay,Mandalay,2024-08-10,2024-08-23,13.0,1.91,0.79,1613,740
Mandalay,Mandalay,2024-08-10,2024-08-30,20.0,12.29,10.38,5019,3406
Mandalay,Mandalay,2024-08-10,2024-09-04,25.0,12.73,0.44,5508,489
Mandalay,Mandalay,2024-08-10,2024-09-11,32.0,16.74,4.01,6954,1446
Mandalay,Mandalay,2024-08-10,2024-09-16,37.0,17.93,1.19,7874,920
Mandalay,Mandalay,2024-08-10,2024-09-28,49.0,18.23,0.3,8221,347
Mandalay,Mandalay,2024-08-10,2024-10-22,73.0,18.55,0.32,8563,342
Mandalay,Mandalay,2024-08-10,2024-10-29,80.0,18.68,0.13,8653,90
Mandalay,Mandalay,2024-08-11,2024-08-11,0.0,1.12,0.0,873,0
Mandalay,Mandalay,2024-08-11,2024-08-23,12.0,1.91,0.79,1613,740
Mandalay,Mandalay,2024-08-11,2024-08-30,19.0,12.29,10.38,5019,3406
Mandalay,Mandalay,2024-08-11,2024-09-04,24.0,12.73,0.44,5508,489
Mandalay,Mandalay,2024-08-11,2024-09-11,31.0,16.74,4.01,6954,1446
Mandalay,Mandalay,2024-08-11,2024-09-16,36.0,17.93,1.19,7874,920
Mandalay,Mandalay,2024-08-11,2024-09-28,48.0,18.23,0.3,8221,347
Mandalay,Mandalay,2024-08-11,2024-10-22,72.0,18.55,0.32,8563,342
Mandalay,Mandalay,2024-08-11,2024-10-29,79.0,18.68,0.13,8653,90
Mandalay,Mandalay,2024-08-13,2024-08-23,10.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-13,2024-08-30,17.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-13,2024-09-04,22.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-13,2024-09-11,29.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-13,2024-09-16,34.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-13,2024-09-28,46.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-13,2024-10-22,70.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-13,2024-10-29,77.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-15,2024-08-23,8.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-15,2024-08-30,15.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-15,2024-09-04,20.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-15,2024-09-11,27.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-15,2024-09-16,32.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-15,2024-09-28,44.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-15,2024-10-22,68.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-15,2024-10-29,75.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-16,2024-08-23,7.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-16,2024-08-30,14.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-16,2024-09-04,19.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-16,2024-09-11,26.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-16,2024-09-16,31.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-16,2024-09-28,43.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-16,2024-10-22,67.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-16,2024-10-29,74.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-17,2024-08-23,6.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-17,2024-08-30,13.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-17,2024-09-04,18.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-17,2024-09-11,25.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-17,2024-09-16,30.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-17,2024-09-28,42.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-17,2024-10-22,66.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-17,2024-10-29,73.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-18,2024-08-23,5.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-18,2024-08-30,12.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-18,2024-09-04,17.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-18,2024-09-11,24.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-18,2024-09-16,29.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-18,2024-09-28,41.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-18,2024-10-22,65.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-18,2024-10-29,72.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-22,2024-08-23,1.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-22,2024-08-30,8.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-22,2024-09-04,13.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-22,2024-09-11,20.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-22,2024-09-16,25.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-22,2024-09-28,37.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-22,2024-10-22,61.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-22,2024-10-29,68.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-23,2024-08-23,0.0,1.16,0.0,888,0
Mandalay,Mandalay,2024-08-23,2024-08-30,7.0,11.6,10.44,4331,3443
Mandalay,Mandalay,2024-08-23,2024-09-04,12.0,12.29,0.69,5062,731
Mandalay,Mandalay,2024-08-23,2024-09-11,19.0,16.31,4.02,6527,1465
Mandalay,Mandalay,2024-08-23,2024-09-16,24.0,17.52,1.21,7453,926
Mandalay,Mandalay,2024-08-23,2024-09-28,36.0,17.82,0.3,7801,348
Mandalay,Mandalay,2024-08-23,2024-10-22,60.0,18.18,0.36,8179,378
Mandalay,Mandalay,2024-08-23,2024-10-29,67.0,18.31,0.13,8269,90
Mandalay,Mandalay,2024-08-25,2024-08-30,5.0,10.69,0.0,3571,0
Mandalay,Mandalay,2024-08-25,2024-09-04,10.0,11.58,0.89,4432,861
Mandalay,Mandalay,2024-08-25,2024-09-11,17.0,15.61,4.03,5900,1468
